,diagonal,height_left,height_right,margin_low,margin_up,length,is_genuine
1739,171.71234890075138,104.62147664887294,103.74639251334528,5.268087225187843,3.236174450375686,111.35234890075137,0
1740,171.81682171474796,104.5469896668015,103.76772609508402,5.157390190976959,3.3882945713130095,112.25437985777845,0
1741,171.44177613712208,104.47469749944379,104.06761886176551,4.604710454848836,3.4017631817170546,111.88118409141472,0
1742,171.44279628797773,104.12721706663575,104.19651131733457,5.431850837371671,3.4672170666357487,112.84884155731602,0
1743,172.40942937163717,104.33422825134512,104.40704708557523,5.3223822860619565,3.1285905828849563,112.13818834230086,0
1744,171.77306194077877,104.1647557467009,104.5315309703894,5.155407088831841,3.51,112.44742656581944,0
1745,171.78209838536,104.07489623250669,104.15685242195998,5.772797847146679,3.3069946178666974,111.26615296017332,0
1746,172.31615863905313,104.07480322257595,103.86242972234855,4.121242972234856,3.2849156668182653,111.66638352753775,0
1747,171.9534566262398,104.04,104.26461734950406,4.755382650495927,3.232665781695016,111.66920915545519,0
1748,172.098284686796,104.15418169493117,104.14383404568211,4.846782549749686,3.265201709637049,110.95718596902378,0
1749,171.83,104.11181233066166,103.93631097595491,5.622750677353373,3.2081876693383435,112.24343157315799,0
1750,171.87531970138934,104.05803067187398,103.54997444010502,4.580690522568651,3.4946802986106578,112.05734014930533,0
1751,172.0767008584361,104.0007103480568,104.23857930388641,5.7618784454503045,3.209187076634889,111.06928965194321,0
1752,172.07659483962763,104.19170258018619,104.45617096697698,5.879147528309624,3.476381721705022,110.9527658066046,0
1753,172.03,104.53265369785933,103.96632684892967,4.309490273394504,3.44520233088682,112.14734630214066,0
1754,172.0172045524675,104.34817040896141,104.3258068287012,5.201181790130104,3.2323635802602064,111.97043186727231,0
1755,172.30070990322102,103.98424890538816,104.250236634407,5.39314811613478,3.3459053462371977,110.37394040213745,0
1756,172.46386981439616,104.41201627320048,104.41152807718615,4.771690809190928,3.557495530785199,111.30193490719809,0
1757,171.74727958000298,104.46908601428358,103.81981935657194,5.051094629144483,3.431455916000599,112.08163655942866,0
1758,172.2080692377724,104.26328531595863,104.08386152445519,5.208645446268971,3.5031412638344794,110.54299721171033,0
1759,171.7566882751792,104.09039678077454,104.11337655035835,5.048874483213883,3.5348340223814896,111.7210606912486,0
1760,172.2167842223443,104.19303944413925,104.16017633351646,5.29696055586076,3.443127610897468,110.44299536076012,0
1761,172.0444642980554,104.20446429805541,104.51953869150462,4.960617569293867,3.6420014947800143,111.68723214902771,0
1762,171.82694034190519,104.16,104.36464559833406,5.935939159604184,3.294881866111355,111.87876254992172,0
1763,171.57982395673494,104.08491197836747,104.14578788642925,5.4722799459186895,3.207544010816262,111.48877200540812,0
1764,172.34645329355465,104.19505768496083,103.69747115751959,5.057208782812379,3.4177335322267908,111.93188872314434,0
1765,172.29117809528984,103.92934408968455,104.10165994394715,4.978995966368295,3.403493949552442,111.3286881793691,0
1766,171.72317404725712,104.0980432545715,104.11365190548578,4.936609679885448,3.4414788871998305,111.71513079268563,0
1767,172.4154527839358,104.16769444294249,104.19,5.096230555705751,3.5103111087079855,112.27423610735623,0
1768,171.76388039357008,103.97149280857322,104.23776078714018,4.693732021433039,3.3491052235763434,110.60641635070401,0
1769,171.39082087635867,104.46904133622492,103.93191732755015,5.054655531458964,3.086165344899697,111.29342714099089,0
1770,171.91252390619823,104.16913937686346,104.60990437520705,5.784282814052876,3.4551434371894247,110.65728484421587,0
1771,171.90994559219814,104.19513601950463,104.09994559219815,5.434156679071331,3.1601088156036994,112.1798911843963,0
1772,172.27625488866028,104.11430806244698,104.40213447658239,3.954683363185154,3.437490222679446,111.96857701561174,0
1773,172.0149361859912,104.11987237198238,104.21188088051687,5.117991491465491,3.301004254267254,112.38811911948312,0
1774,172.23919456106867,103.90464435114507,104.07990585877852,6.119476984733108,3.205261507633446,110.89767782442746,0
1775,171.80543552861116,104.34261317166684,104.32149861305467,5.931951299722021,3.51543552861114,111.0641117847215,0
1776,171.8894238644122,104.25251776887717,104.58820051772796,5.8375533066314915,3.4203591433025546,110.66597081664469,0
1777,172.05618141963225,104.3248475991828,104.26260668057203,5.242423799591399,3.3724237995913993,112.04987807934624,0
1778,171.75987266692042,104.03285878447791,104.22233796081417,5.3241550979645815,2.969224510177091,112.26584490203543,0
1779,171.73097481854202,104.02902518145798,104.21217817606976,5.325186569889078,2.9484235026941135,112.25277985483362,0
1780,171.9646750336314,104.23212087257001,103.86649372477643,5.632770805307142,3.5762770805307142,112.37,0
1781,171.4965094385343,104.10702829137114,104.02320755082744,5.7566037754137165,3.193207550827433,111.89316038238772,0
1782,171.77431610833872,104.08506897307942,103.83621073889248,5.678858234186929,3.6344291170934646,111.76860727927337,0
1783,171.51441823675108,104.14707546593135,104.16883647350215,5.326446549210277,3.5608962216094553,111.18644654921027,0
1784,171.48759854488142,104.48279563464429,104.22100363779643,4.902007275592852,3.4238356504049716,110.63663128504926,0
1785,171.69529628332685,104.49332694540118,104.04466538908024,6.300688385635975,3.43,112.0453537747162,0
1786,171.8216718158644,104.19122148338981,103.9427328900339,4.789099335050827,3.308167774915287,110.77983959077967,0
1787,171.5390262509898,104.15040360957144,104.00479819521428,5.984964725081622,3.2219474980204152,110.84040360957144,0
1788,171.90218670069044,104.52,104.19455024639198,4.607583743986638,3.46393300481069,110.61573201924276,0
1789,172.31947613118658,103.94765558644089,104.32271782101725,5.233117220677956,3.101172206779555,110.77234441355911,0
1790,172.05266619462043,104.0176359774167,103.51206185054619,5.330362606444528,3.202424456990723,110.99775684623155,0
1791,171.5676816112228,104.00439462925728,103.93512107414855,5.413668184365989,3.469273555108721,111.6802421482971,0
1792,172.02228754001078,104.17173635215752,104.31871843303131,5.461341297389431,3.242011946084147,112.82402389216828,0
1793,172.09258014327682,104.30849448424357,104.27440882521029,4.835375730671689,3.4386022063025736,112.11161323781545,0
1794,171.88337210800185,103.98513284970926,104.57337210800185,5.016245868574069,3.2395016525703726,111.60563119713889,0
1795,171.75725281085337,103.99781781461711,104.21507062547047,5.291797347396142,2.9535557799562073,112.23658547098474,0
1796,172.04736653989727,104.25132119779533,104.28552937266693,5.179737547538523,3.1928959125642047,111.94210855517977,0
1797,172.04995204530815,104.18859883125248,104.28816461835488,6.010724561719679,3.0792754382803205,111.63072456171969,0
1798,171.94,104.26336209578268,103.95770107791283,4.440086287348063,3.1765084731952187,112.14106317369551,0
1799,171.9099612020745,104.44854211876832,104.35082593542955,5.1907871375040715,3.645354770826548,110.48153547708266,0
1800,172.00254977324664,104.15597624714349,104.40430317454704,4.722549773246639,3.393625566883401,111.14067760766365,0
1801,171.6832946955457,104.23,104.42451541479353,5.124108508377585,3.692054254188793,111.7380813812832,0
1802,171.84418932439544,104.09148611949811,104.53418932439543,4.960270463422045,3.261891814631182,111.68959430486693,0
1803,172.11200990871814,104.06,103.94998348546976,5.565485962649292,3.16298183401673,111.01,0
1804,172.2289320674779,104.19146256976164,104.49185720700115,5.060632625570937,3.3179048046674304,111.08248983257208,0
1805,171.9,104.26334061641434,104.4916566524303,4.669447782523237,3.2988901027357227,112.21721160106243,0
1806,171.58520584584736,104.29440073073091,103.86119853853815,5.542387942939795,3.2460018268273036,111.85760292292368,0
1807,171.4171770473423,104.07440167150985,103.80535899709409,4.331531142026882,3.2877032869596765,111.72923442898656,0
1808,171.32733134221724,104.27263391999388,104.25387896888934,5.099608142227433,3.429573404438554,110.96654762667211,0
1809,172.19401857793133,103.93969968876823,104.10572755566524,5.850300311231765,3.293718266699572,111.12166253290556,0
1810,172.23525186824696,104.50964018821861,103.64043177413767,5.122014254095123,3.582230141163957,111.21028784942511,0
1811,172.1272847996752,104.13308608012993,104.17074175961024,4.898768318895666,3.331854399025588,110.98345695993504,0
1812,171.37263908672057,104.4772881598239,103.91723965752021,4.856392296815814,3.1972396575202136,111.53179172601618,0
1813,171.84098593263997,104.1328169214133,104.00633802245335,5.616549337213248,3.1963380224533453,112.52176055052003,0
1814,171.99667835895323,103.92167485126726,104.20916958973831,5.002498246157017,3.2016818666391913,112.14000701537194,0
1815,171.5258637733178,103.96982971664727,103.94,4.334051085005818,3.1041787975203645,111.45835759504072,0
1816,171.8277811026924,104.47841947767203,104.19303953570848,5.687021218765268,3.512978781234732,111.99215814283387,0
1817,171.93372249717467,103.71212483188928,104.38838616924085,6.326293668299072,3.513706331700928,113.04156533433789,0
1818,172.31846648596883,104.55552809309633,104.81313134565723,4.843067028062322,3.494664859688392,112.47485781247312,0
1819,172.26241310503949,103.95586229832017,103.91586229832016,4.715514718478152,3.2689639117588243,111.20068185711429,0
1820,171.86905781137847,104.09105996219921,103.87494111321115,5.673527830278883,3.106707716876495,111.8355299810996,0
1821,171.9749691188109,104.36153284818049,104.06114542354346,4.311083661165228,3.3884053894412762,112.1717181353152,0
1822,172.45655906507406,103.87344093492597,104.3578267779415,5.557645676103291,3.3303622036764167,110.68275592647166,0
1823,172.06593362998387,104.02849115180499,103.47708406640619,5.359309738146596,3.1963938045527924,111.01826106452052,0
1824,171.67271526870064,104.06407290305098,104.14932118282483,4.867963548474508,3.221539891977786,111.50289752632811,0
1825,172.05044067714877,104.15827602695394,103.98825665917946,4.551723973046058,3.2930460044923238,111.12567069961038,0
1826,171.9921339670449,104.43696650823877,104.29336840937354,5.701464131820303,3.157531115342765,110.7540574778486,0
1827,171.8368999752471,104.20302494430595,104.06922499381177,5.835274882423686,3.483724870047232,111.15457495668241,0
1828,171.803914204853,103.94046113566657,104.20490079604912,6.30463806828433,3.2878284097059804,112.9226970458236,0
1829,171.93016992442114,104.04881249373257,103.90593163729542,5.839660151157708,2.970677733003998,111.77322070527944,0
1830,171.48373190483002,103.9240720900417,103.83254632283837,5.364072090041703,3.470340185211677,111.64034018521167,0
1831,171.8157313981447,104.31393284953617,104.49393284953617,6.0919183356213145,3.3094246736552564,111.1449401064936,0
1832,171.98879346643488,104.03455215972185,104.0478977858786,5.676069546295809,3.3118282395827854,110.98879346643488,0
1833,171.6746532894812,104.10155109649374,104.34682221178123,4.5861287907436195,3.5527111528750557,112.26860009396887,0
1834,171.97115760748926,104.00393797911386,103.94803101044307,5.6240930313292115,3.2514677119199717,110.96328164926155,0
1835,171.66595451896745,104.18786355690237,104.0244658892256,4.706278425645339,3.22,110.91967609332211,0
1836,172.0525419685702,104.0733573068613,104.23549160628596,5.061390881717463,3.304508393714041,112.28335730686129,0
1837,172.06189807696109,103.99679428275044,104.28452952183363,4.209808575874332,3.028692359711525,112.44717713100178,0
1838,172.15909047193773,104.23878729591698,104.4680293558651,6.078787295916987,3.483936479584934,111.59045476403114,0
1839,171.78,104.31322203827108,103.78133554074702,6.161001655560268,3.2516110191355407,111.16577630616865,0
1840,171.57111169929334,104.06246626812033,104.26886131520293,4.281138684797078,3.6837938514435753,112.61371289493235,0
1841,171.66712423056444,104.10474948704295,104.15079158117383,4.506252564785212,3.3675451718731226,111.83,0
1842,171.91170932741443,104.02,103.92951554569068,5.374795854482485,3.496913472931923,111.99821450931131,0
1843,171.88782570856893,104.44518838057127,104.35970951428152,5.300376761142521,3.405565141713782,111.69707218628386,0
1844,172.36321478921704,104.02138928050215,104.00130868463826,5.120355632348869,3.446348982570203,111.6035704215659,0
1845,171.52576064892884,104.14798005407741,104.00187035150311,5.3719202163096105,3.203840432619221,111.70812964849688,0
1846,172.0327380819411,104.14069052140026,104.23945238361178,5.112880986953136,3.3005476163882204,112.35069052140025,0
1847,171.79,103.92966449650373,103.77055917249378,6.05944082750623,3.412736882673312,110.96687169658105,0
1848,172.0718287930841,104.26028534485981,104.31,5.560713362149503,3.2778858620560793,111.57451362074764,0
1849,171.89925887631927,103.93921255608922,104.58870303355872,5.03976839884977,3.2307874439107827,111.56976839884976,0
1850,171.76001990060294,104.11002985090441,104.34332504141544,5.299950248492657,3.72665505798162,111.63335489231984,0
1851,171.83647613966636,104.17981686935909,104.08425638289727,4.610366261281811,3.1316703648463697,112.09574361710274,0
1852,172.16490318720676,104.14224373617627,103.82598329647007,5.008365604264413,3.6107479120587587,111.66177296735366,0
1853,171.73080144383587,103.74240433150761,104.37438989314889,5.127978342461914,3.179234652060938,111.71316967944668,0
1854,172.20843848067608,104.25848843921123,103.98692691988732,5.703073080112681,3.4307308011268076,111.89385383977464,0
1855,171.9128601723982,104.6195914039431,104.39183514779141,5.1983656157724525,3.258573448265472,111.58408596056887,0
1856,172.04887486270795,103.92362488767013,104.08950004992438,5.8885001497731695,3.2136248876701226,111.41800019969756,0
1857,171.80058051783053,104.17713307645339,104.1745221794089,4.330887176355923,3.4542661529067766,113.56058051783052,0
1858,171.7628893504232,104.3997855659354,104.0939051575056,4.774706530523398,3.3491986269821976,111.61203161416479,0
1859,171.75619516129063,104.03737802419337,103.94478064516247,5.608560887096115,3.513316935482846,111.85143911290389,0
1860,171.7791599485595,104.46422571061139,104.06929147266328,4.317042851018989,3.557882902459474,110.317042851019,0
1861,171.9564722602699,104.34825034242888,103.81823613013493,5.17412517121444,3.3394025685156845,111.68176386986507,0
1862,172.34524483408907,103.87439607591361,104.26508161136303,5.339706199093106,3.3399673554547897,110.49566921317681,0
1863,172.32283881742566,104.09919167081172,103.94162149100991,5.750271053940546,3.3018925449504546,112.50526863762386,0
1864,172.1802184918718,104.33851540989319,104.55299160671161,5.042969180213619,3.675086819437921,111.73126609823498,0
1865,171.43623938991166,104.17376061008834,104.33128183026501,5.513897281185507,3.3833505967968254,111.14435908486749,0
1866,171.73353532056396,104.22485291243049,104.08968821344718,5.68646467943605,3.1496706020333654,112.6600176114138,0
1867,171.83825657089932,103.98941885696644,104.18677357120805,4.8142585001543665,3.3604509283288517,111.78574149984564,0
1868,171.83,104.11013094456588,103.92117850109295,5.629476221736467,3.2098690554341167,112.18458305980592,0
1869,171.91327074744032,104.18682313139917,104.10327074744033,5.48569658532518,3.153458505119332,112.18654149488067,0
1870,172.33795352596346,104.53958395635567,104.38246251768089,5.343976762981723,3.2795839563556726,111.21658920993907,0
1871,171.50272507777714,104.27454984444573,104.21688562539755,5.208175233331414,3.239610703174695,111.56778593650611,0
1872,172.25851337272246,103.94162556377088,104.13635290005284,5.007839527330374,3.4125668636123443,111.25513372722469,0
1873,171.77073120618635,104.15170751752545,104.24243872371181,5.716830070101838,3.2914624123727023,111.58878269278006,0
1874,171.72573251659605,103.76219091370044,104.37231852987291,5.119516079661126,3.1548790199152816,111.73341398672315,0
1875,171.94918730547994,104.08031257481541,104.0806251496308,5.659874970073838,3.319718682666135,110.92874970073838,0
1876,171.9848463492768,104.38445124741719,103.83061460289275,6.054231746384065,3.2744951476238144,112.39519755092981,0
1877,172.240230749134,104.4019077003464,104.5833539024248,5.155492351905205,3.2648001045032116,112.32543064463079,0
1878,171.6819508227134,103.88408606025158,104.15731694090447,5.46,3.3032923522611575,111.42469535341719,0
1879,171.86500395296008,104.48500395296008,104.17500395296008,4.532503557664073,3.3849992094079835,110.70749644233592,0
1880,171.99209905593096,104.18419811186192,104.23148583896433,5.243207552552353,3.246792447447647,111.85518867117148,0
1881,171.98082488604967,104.28509728552797,104.32815565684474,4.708980542894407,3.4357276005217,112.17388325736646,0
1882,171.77692513528677,104.0507709460723,104.19743463954698,5.3833363065253215,2.9810279280964016,112.24769162157108,0
1883,171.8162306669261,104.23046561396681,103.960975649273,4.6686031580995495,3.1233481404464567,111.33860315809954,0
1884,171.49817251660758,103.90475145682026,103.99023390699747,4.822192980070886,3.4014619867139237,112.06451754982278,0
1885,172.08634075298409,104.5411173221956,104.2358379916467,4.6236033472555,3.3983240167066002,110.5644692887824,0
1886,172.10351588667373,104.25824205666314,104.11657065267586,5.135187290661009,3.5252738300106072,112.32832859601274,0
1887,171.9414578768743,103.89525669115427,103.70248464149138,4.468398419039939,3.428542123125686,112.01014370408575,0
1888,171.85632914250425,103.7855105523339,104.20142613366271,5.083063314003401,3.4,111.7061266280068,0
1889,172.39840800974537,104.30574356800795,104.50173021843237,4.9142564319920465,3.4976120146180327,111.2193422330504,0
1890,171.50146341615965,104.14890243266811,103.97390244309241,5.7747560973067245,3.2152439026932758,111.86817073501258,0
1891,171.43743982314297,104.1049296669795,104.06763050987753,5.725923725306177,3.2067771175918534,111.96966864722444,0
1892,171.87011445913132,104.44400763060875,104.33019076521883,5.298015261217507,3.4020228918262596,111.68408393669628,0
1893,171.81321079006077,104.45715683975699,104.39385613252328,5.504403596686918,3.3132107900607535,113.24825176808424,0
1894,171.97758078032555,104.03379039016278,104.28725765902337,4.756028377866236,3.428447597540693,111.82844759754069,0
1895,171.75727712521982,104.18546993826934,104.24455425043962,5.731807186950473,3.224530061730662,111.70183137565944,0
1896,171.85382143789866,104.19902501958717,103.9565035555723,4.9044714248405405,3.39,111.25447142484055,0
1897,171.38,104.04484960840797,104.20107769075733,5.547004989922628,3.384310763029309,112.78275694788276,0
1898,171.49907122990683,104.04,104.16239855897679,5.370793515395533,3.4050676273488096,112.72479711795357,0
1899,171.6196063849827,104.44231383171412,103.83707446731435,5.052489360777226,3.449781914045791,112.03126595883415,0
1900,171.75,104.36575998172955,104.315960187272,4.363039926918242,3.161200091352197,111.1731998629717,0
1901,171.51642784920233,104.10730126631215,104.39634936684392,4.998611391976866,3.4413886080231335,111.13825316578038,0
1902,171.99279249912266,104.17796909154718,104.2,5.257461364433965,3.2282229551037758,111.8305077271132,0
1903,172.1068769480527,104.12498441557858,104.14564642857944,4.509069318184366,3.2256152597366192,111.41876948052676,0
1904,171.5472777783078,104.37509027532646,104.386034723481,4.31,3.289527775922729,111.90692361024985,0
1905,171.8034107605809,104.33046456348539,104.38426642199215,5.946124675933711,3.513410760580898,111.11473098547754,0
1906,172.34081287977511,104.36487727865062,103.8354191985007,6.024309841574269,3.4391871202248954,111.44027095992503,0
1907,172.1889238973294,104.16556055676135,104.09219721619328,4.4733858459940805,3.6100675162781037,112.16551554590927,0
1908,171.91231074796588,104.1768130732283,104.61075700813647,5.790677561023578,3.4538644877952844,110.65920326830708,0
1909,171.97296750794808,104.34734605666783,104.27390820179586,6.05218359640828,3.3448375397404453,111.3037514194879,0
1910,171.56019710537754,104.28507236556142,104.18901447311228,5.230788421510175,3.6258607870715833,112.93487526018386,0
1911,171.85041085819847,104.17416434327939,104.1179178283603,4.4054247985221595,3.5595891418015424,112.03290388803661,0
1912,171.612034404997,104.24199664341492,104.15599412597612,4.295998321707463,3.4939974825611957,112.23,0
1913,172.1049962526876,104.1535708932411,104.15214553379457,4.34749437903141,3.44820705875467,112.26143285407132,0
1914,172.10582383235555,104.35832953294224,104.13415336529779,5.349450778429626,3.402637305392594,113.03861554490074,0
1915,172.40570903313719,104.2561633378755,104.38094537751627,5.406691178693083,3.194309350882616,112.11476365562093,0
1916,171.8990055860724,104.24801117214481,104.62806703286888,4.473921794986309,3.0779553114207476,110.86795531142074,0
1917,172.38431721909996,103.97595589326008,104.39784139045003,5.31024682302982,3.133224769659858,110.70513655618001,0
1918,172.00111737045978,104.19334406364536,103.88110932272578,5.257214621584538,3.4872226693185566,112.05944936250413,0
1919,171.95886070637874,104.41845571744851,104.12835447021595,5.784126611491692,3.3855696468106284,111.83443035318936,0
1920,171.774906595937,104.48453297968506,104.05320879458269,5.916978013543301,3.17151099322835,111.88962638374804,0
1921,171.9361689882229,103.98219715292672,104.55985917648093,5.142478799964863,3.2782253176305236,111.43738037651606,0
1922,172.20982978361153,104.36319148634294,104.61961701312593,4.993617027314129,3.573914905993965,111.67697873004555,0
1923,171.45124607385395,104.19155141341257,104.41745172750426,5.583850471137525,3.2774517275042596,111.16994387521217,0
1924,171.4684389766452,104.07983511414437,104.06172590921044,5.740685226973898,3.21120556809217,111.9563832957235,0
1925,171.6865862690366,104.08518320907395,104.70823052188943,4.931036641814789,3.305853432740845,111.8006702236669,0
1926,172.28622944218188,104.7164894806521,104.8512887112478,5.707269596062745,3.157789673003175,112.14791969223829,0
1927,172.14178218481803,104.32144914691455,104.51118812321202,5.0634203412341785,3.707434744074366,111.74743474407437,0
1928,172.1580284362135,103.88831545020584,104.56268777283867,4.857419525926285,3.532186161316414,111.1203943127573,0
1929,172.25079596611621,103.95973467796125,103.91973467796126,4.67291854242612,3.2418572542711677,111.0690209493171,0
1930,172.27459903908743,104.15278468473653,104.52185645649102,5.092616276176042,3.346371291298204,111.12814354350898,0
1931,171.98169584390303,104.3758304156097,103.92674836292849,4.844982493658182,3.435865428293334,111.2325087531709,0
1932,171.7779988741659,103.9011418921422,104.16585641910665,4.738428491011851,3.1368569820237,111.58107122752962,0
1933,172.00068090799385,104.06,104.15356030266462,4.753952677559994,3.3392671711076978,110.9507328288923,0
1934,171.6781744356174,103.93286015888708,104.46841806024369,4.774685723269696,3.293651128765231,111.84269774246954,0
1935,172.39949095889813,104.22403662097365,104.37265461186418,5.435708858475405,3.2222906849584265,112.11683634703395,0
1936,172.07924612532548,104.09254990730787,104.2777383759765,5.9792461253254965,3.115942343343129,111.578492250651,0
1937,171.94,104.22063998693825,104.01593848163346,4.5473292538784715,3.109624607346619,112.09582768326494,0
1938,172.38867935402396,104.0481941011497,104.19118553332929,4.829649859772482,3.4657678367784057,111.5781941011497,0
1939,171.71030345338605,104.27515172669303,103.86557081893989,6.120303453386052,3.2526806364082286,111.06762281697783,0
1940,171.78120744539245,104.14751702184302,104.24872446723548,5.7000680873720695,3.3124148907849134,111.5426872402732,0
1941,171.83355297043028,104.25771765043426,103.96456469913147,4.472282349565737,3.1809411652191244,112.15047058260956,0
1942,171.8323976409574,104.43271339468073,104.22927481010629,5.9313566973403615,3.5289590563829605,110.86488896436188,0
1943,171.64392175461467,104.23713595946428,104.59894228592105,4.928722530582706,3.303832408251881,111.84969089829887,0
1944,171.86478246709925,104.29527671202291,104.40460492973284,6.037727124694641,3.530612603167934,111.2147232879771,0
1945,172.1027834629747,104.1046392023734,104.17329892990509,4.533917607120217,3.2084535992088647,111.45051546693038,0
1946,171.4394557682336,104.26472788411681,103.95108846353278,5.741819710292012,3.156547594408817,111.81527211588319,0
1947,171.58401131757662,104.09120905406131,104.11439547296935,5.454395472969342,3.2226101858189806,111.5096158446073,0
1948,171.93102729301515,104.10421615710776,104.06317103325141,6.052090247712668,3.3084323142154988,111.93630640482041,0
1949,171.35562844008751,104.33638256819255,104.37965045664768,5.8430165124201165,3.25,111.78497247929981,0
1950,171.70741642100754,104.24316343319317,103.99367313361364,4.486836566806823,3.2294552226894093,112.17472761134471,0
1951,171.95999276279736,104.84799855255947,104.53601157952421,5.8880130269647415,3.431907363806282,110.92195802422472,0
1952,171.6267734854916,104.20448718973185,104.444722244419,5.212286295759769,3.6319658392849226,111.8095298906257,0
1953,172.26438267292,104.06831364407844,104.24292101008162,5.433595089331218,3.343483900587166,110.29134815849922,0
1954,172.11044549046764,104.44642224547084,104.0731322640615,4.418505811249204,3.3185058112492043,111.91910901906469,0
1955,171.82540855366523,104.34209339345513,103.72333852565427,5.009167315706782,3.4254163421466086,112.08,0
1956,172.12430000944,104.26868695077566,103.79900434659478,5.5736652178017385,3.452713030344367,112.37366521780174,0
1957,171.79,103.94358021662202,103.74736630562997,6.082633694370039,3.4374759406613755,110.95836764539766,0
1958,172.17254204666656,104.12836136444437,104.21278712148145,5.0239356074072825,3.4216386355556305,111.0150840933331,0
1959,172.5235888378879,104.26485627868806,104.20854093078391,5.647870231328203,3.131650697632007,111.69358883788789,0
1960,172.4282842398774,104.31422880686031,103.94984402180704,4.131559781929645,3.3887521744562843,111.49859619626332,0
1961,171.83909125807037,104.10857745442432,103.80782592005329,5.5262845091151345,3.3110276072921074,111.18513803646054,0
1962,172.10484962142456,104.1206015143018,104.21948623574511,4.518283207141517,3.225451135726347,111.44141603570759,0
1963,171.9537539485746,104.32544614653038,104.79103087530939,4.427369314900545,3.6392924832707028,111.02366156040884,0
1964,172.04908046617263,104.59558623762861,104.3170574917524,5.116689678221456,3.3481609323452535,111.7807356270619,0
1965,172.04485334609745,104.07057286872165,104.01171402386879,4.627428964196815,3.2680018329184697,111.04199816708153,0
1966,171.7341301299468,104.46,104.1235325324867,4.333550216578028,3.584094761764169,110.35945545481385,0
1967,171.46046186965228,104.04,104.17459098853085,5.425659448388848,3.3969393409794297,112.74918197706171,0
1968,171.7486598794474,103.99177834337938,104.49437282131066,5.6434106124831755,3.3825944779312795,111.11466496986185,0
1969,172.00529382047802,103.82037193932074,104.31012397977358,5.556749319849052,3.5545821997484204,112.13312670037737,0
1970,171.97137216504834,104.38503127184389,103.96091477669889,4.425142038835187,3.1818295533977765,112.11257101941759,0
1971,172.00851290981464,104.48383614748099,104.30340516392586,5.24446127055608,3.3665948360741442,111.8380819262595,0
1972,172.38174314912956,103.98839468205986,104.32619263815282,5.108577914458454,3.508715745647879,111.86128425435211,0
1973,171.32989004171344,104.27912033370733,104.18890041713415,5.719450208567076,3.249340250280491,111.99032987485975,0
1974,171.55083601179035,104.14,104.11399173028693,5.400418005895183,3.2176802932938076,111.76,0
1975,172.30500466046203,104.33900391478811,104.29600260985873,4.391001677766329,3.3369986950706325,112.0559951531195,0
1976,172.07747780155125,103.98252219844875,104.20351691628814,5.002610992243748,3.337744182936247,112.1748668093075,0
1977,171.34961196532555,104.11233629671786,104.35558609634725,5.09233629671786,3.3798706551085154,111.02805173795659,0
1978,172.0519586511653,104.00386561628726,104.19587595349591,5.951958651165308,3.150051686043365,111.52391730233062,0
1979,171.94334963325454,104.14271393632758,103.85625916863656,4.456650366745462,3.2337897311270485,112.09315403420008,0
1980,171.8803353940834,104.35156683015221,104.45264975477167,6.26421658492389,3.0122759895036415,111.08630569179351,0
1981,172.083423522163,104.36288238918499,104.22770292486675,5.497161791888744,3.401441194592496,111.42085588054076,0
1982,171.76743688425324,103.96675082099568,104.24487376850647,4.681877052489207,3.336064757738128,110.63368277927482,0
1983,171.8910350649151,103.97318030302253,103.94233722943501,5.725784632062374,3.233180303022535,111.00214523810743,0
1984,172.13405411473587,104.13037835410566,104.17886493768303,4.921783990101917,3.3521623442075743,110.98481082294717,0
1985,171.415635916013,104.20986285302277,103.73563591601301,4.325498769035768,3.3232876176742536,111.749393193355,0
